Hand,RAISE 100,CALL,FOLD,RAISE 100 EV,CALL EV,FOLD EV
5d3c,0.10070801,12.1520996,87.7471924,-0.728261,-0.0002089,0
5d4c,0.19378662,34.0332031,65.7730103,-0.3528328,0.00052166,0
5d5c,60.4736447,39.5263672,0,13.9239285,13.9140678,0.00000095
5d2d,15.8691406,84.0576291,0.07323027,1.57888317,1.57309341,0
5d3d,2.0111084,97.9263425,0.06254911,3.67669582,3.67959881,0
5d4d,95.816052,4.13818359,0.04576445,4.76526976,4.6642561,0
5d2h,0.03662109,0.06561279,99.8977661,-2.8272152,-1.9762602,0.00000095
5d3h,0.10070801,12.1520996,87.7471924,-0.728261,-0.0002089,0
5d4h,0.19378662,34.0332031,65.7730103,-0.3528328,0.00052166,0
5d2s,0.03662109,0.06561279,99.8977661,-2.8272152,-1.9762602,0.00000095
5d3s,0.10070801,12.1520996,87.7471924,-0.728261,-0.0002089,0
5d4s,0.19378662,34.0332031,65.7730103,-0.3528328,0.00052166,0
6d2c,0.01525879,0.03814697,99.9465942,-5.4605026,-3.8075705,0
6d3c,0.03662109,0.06256104,99.9008179,-3.0698681,-2.1092024,0
6d4c,0.03662109,0.07629395,99.887085,-2.2024269,-1.232089,0
6d5c,7.15332031,90.850842,1.99583769,0.08498955,0.08795166,0.00000095
6d6c,74.633801,25.3662109,0,17.570034,17.5714254,0
6d2d,0.340271,98.1765866,1.48314238,-0.1068783,0.3079052,0
6d3d,25.5126953,74.4384885,0.0488162,2.52660465,2.52061176,0
6d4d,29.0283203,70.9228635,0.0488162,3.37211657,3.36236334,0.00000095
6d5d,96.3836789,3.5736084,0.04271269,5.61833811,5.23659945,0.00000095
6d2h,0.01525879,0.03814697,99.9465942,-5.4605026,-3.8075705,0
6d3h,0.03662109,0.06256104,99.9008179,-3.0698681,-2.1092024,0
6d4h,0.03662109,0.07629395,99.887085,-2.2024269,-1.232089,0
6d5h,7.15332031,90.850842,1.99583769,0.08498955,0.08795166,0.00000095
6d2s,0.01525879,0.03814697,99.9465942,-5.4605026,-3.8075705,0
6d3s,0.03662109,0.06256104,99.9008179,-3.0698681,-2.1092024,0
6d4s,0.03662109,0.07629395,99.887085,-2.2024269,-1.232089,0
6d5s,7.15332031,90.850842,1.99583769,0.08498955,0.08795166,0.00000095
7d2c,0.01525879,0.03662109,99.9481201,-6.0783253,-4.3238249,0
7d3c,0.03662109,0.06256104,99.9008179,-3.898654,-3.0730782,0
7d4c,0.03662109,0.06256104,99.9008179,-2.4988441,-1.6159191,0
7d5c,0.21972656,63.4765744,36.303699,-0.1080933,0.00069809,0
7d6c,22.8881836,77.0263791,0.0854373,1.09742355,1.10067368,0
7d7c,96.8963742,3.1036377,0,21.2630749,21.2465887,0
7d2d,0.19073486,0.21362305,99.5956421,-1.1616278,-0.4013662,0.00000095
7d3d,2.82897949,96.5179563,0.65306425,0.69754314,0.70481491,0
7d4d,42.5048828,57.446301,0.0488162,3.18484402,3.17409515,0
7d5d,63.5009885,36.4746094,0.02440214,4.43171883,4.41003942,-0.000001
7d6d,98.0102658,1.98974609,0,6.89041257,6.26439691,0
7d2h,0.01525879,0.03662109,99.9481201,-6.0783253,-4.3238249,0
7d3h,0.03662109,0.06256104,99.9008179,-3.898654,-3.0730782,0
7d4h,0.03662109,0.06256104,99.9008179,-2.4988441,-1.6159191,0
7d5h,0.21972656,63.4765744,36.303699,-0.1080933,0.00069809,0
7d6h,22.8881836,77.0263791,0.0854373,1.09742355,1.10067368,0
7d2s,0.01525879,0.03662109,99.9481201,-6.0783253,-4.3238249,0
7d3s,0.03662109,0.06256104,99.9008179,-3.898654,-3.0730782,0
7d4s,0.03662109,0.06256104,99.9008179,-2.4988441,-1.6159191,0
7d5s,0.21972656,63.4765744,36.303699,-0.1080933,0.00069809,0
7d6s,22.8881836,77.0263791,0.0854373,1.09742355,1.10067368,0
8d2c,0.01525879,0.03662109,99.9481201,-4.9446316,-3.4653702,0
8d3c,0.03662109,0.02441406,99.9389648,-5.1891327,-3.9547014,0.00000095
8d4c,0.03662109,0.05950928,99.9038696,-3.1425285,-2.3874674,0
8d5c,0.19226074,0.18920898,99.6185303,-1.4554729,-0.7637186,0.00000095
8d6c,25.8056641,73.7548947,0.4394412,0.64117622,0.64038181,-0.000001
8d7c,21.4111328,78.540051,0.0488162,1.72278309,1.72175694,0.00000095
8d8c,99.7741818,0.22583008,0,26.5263481,24.8360252,0
8d2d,0.26245117,0.34942627,99.3881226,-0.6302071,-0.0873127,0
8d3d,0.45013428,97.7539182,1.79594755,0.06282616,0.20840645,-0.000001
8d4d,24.3530273,75.5737424,0.07323027,1.44544888,1.44209957,0.00000095
8d5d,50.5859494,49.3896484,0.02440214,4.25768137,4.24138832,-0.000001
8d6d,97.2381711,2.76184082,0,6.10333371,5.85185385,-0.000001
8d7d,77.6367307,22.3632812,0,6.80717325,6.79115272,0
8d2h,0.01525879,0.03662109,99.9481201,-4.9446316,-3.4653702,0
8d3h,0.03662109,0.02441406,99.9389648,-5.1891327,-3.9547014,0.00000095
8d4h,0.03662109,0.05950928,99.9038696,-3.1425285,-2.3874674,0
8d5h,0.19226074,0.18920898,99.6185303,-1.4554729,-0.7637186,0.00000095
8d6h,25.8056641,73.7548947,0.4394412,0.64117622,0.64038181,-0.000001
8d7h,21.4111328,78.540051,0.0488162,1.72278309,1.72175694,0.00000095
8d2s,0.01525879,0.03662109,99.9481201,-4.9446316,-3.4653702,0
8d3s,0.03662109,0.02441406,99.9389648,-5.1891327,-3.9547014,0.00000095
8d4s,0.03662109,0.05950928,99.9038696,-3.1425285,-2.3874674,0
8d5s,0.19226074,0.18920898,99.6185303,-1.4554729,-0.7637186,0.00000095
8d6s,25.8056641,73.7548947,0.4394412,0.64117622,0.64038181,-0.000001
8d7s,21.4111328,78.540051,0.0488162,1.72278309,1.72175694,0.00000095
9d2c,0.01525879,0.03662109,99.9481201,-4.2035456,-2.9338837,0
9d3c,0.03662109,0.06256104,99.9008179,-3.8875389,-2.9280901,-0.000001
9d4c,0.03662109,0.06256104,99.9008179,-3.320056,-2.2083912,0
9d5c,0.03662109,0.05950928,99.9038696,-2.3368206,-1.519681,0
9d6c,0.16784668,53.2959104,46.536243,-0.1981306,0.00158501,0
9d7c,20.5566406,79.3823361,0.06102324,1.23040104,1.22898674,0
9d8c,14.9780273,84.9975705,0.02440214,3.71402311,3.71287107,0
9d9c,99.9847412,0.01525879,0,32.3906136,28.4376087,0
9d2d,0.5065918,98.5046506,0.98875761,0.64283085,0.76638699,0
9d3d,11.0717773,88.8000607,0.12816191,1.26418591,1.2666111,0
9d4d,0.65765381,99.1592526,0.18309355,0.97378635,1.16951275,-0.000001
9d5d,8.52050781,91.4123654,0.06712675,2.93439102,2.93751001,0
9d6d,59.6679807,40.3076172,0.02440214,4.57151604,4.5545783,0.00000095
9d7d,95.840466,4.1595459,0,6.44159603,6.40035009,-0.000001
9d8d,92.2973752,7.70263672,0,9.39453709,9.3753885,0.00000095
9d2h,0.01525879,0.03662109,99.9481201,-4.2035456,-2.9338837,0
9d3h,0.03662109,0.06256104,99.9008179,-3.8875389,-2.9280901,-0.000001
9d4h,0.03662109,0.06256104,99.9008179,-3.320056,-2.2083912,0
9d5h,0.03662109,0.05950928,99.9038696,-2.3368206,-1.519681,0
9d6h,0.16784668,53.2959104,46.536243,-0.1981306,0.00158501,0
9d7h,20.5566406,79.3823361,0.06102324,1.23040104,1.22898674,0
9d8h,14.9780273,84.9975705,0.02440214,3.71402311,3.71287107,0
9d2s,0.01525879,0.03662109,99.9481201,-4.2035456,-2.9338837,0
9d3s,0.03662109,0.06256104,99.9008179,-3.8875389,-2.9280901,-0.000001
9d4s,0.03662109,0.06256104,99.9008179,-3.320056,-2.2083912,0
9d5s,0.03662109,0.05950928,99.9038696,-2.3368206,-1.519681,0
9d6s,0.16784668,53.2959104,46.536243,-0.1981306,0.00158501,0
9d7s,20.5566406,79.3823361,0.06102324,1.23040104,1.22898674,0
9d8s,14.9780273,84.9975705,0.02440214,3.71402311,3.71287107,0
Td2c,0.03662109,0.05950928,99.9038696,-3.5793743,-2.2191725,0
Td3c,0.03662109,0.05950928,99.9038696,-2.9790268,-1.9749041,0.00000095
Td4c,0.03662109,0.07629395,99.887085,-3.3535776,-1.7304993,0
Td5c,0.03662109,0.07629395,99.887085,-2.2343473,-1.0945921,0
Td6c,0.26550293,0.33111572,99.4033813,-0.973587,-0.3691816,0
Td7c,5.8380127,93.6035275,0.55845976,0.64363289,0.65388966,-0.000001
Td8c,23.6328125,76.3305783,0.03660917,3.43047762,3.4239378,0
Td9c,18.6767578,81.3232541,0,6.22353029,6.21357274,0.00000095
TdTc,99.9847412,0.01525879,0,45.8135872,35.3198986,0.00000095
Td2d,0.44250488,99.5239377,0.03355742,1.5704813,1.76390839,0
Td3d,0.73394775,99.1653562,0.10069609,1.88209534,1.89078522,0
Td4d,0.28533936,99.7146726,0,1.90071201,2.47549534,0
Td5d,0.58441162,99.3270993,0.08848906,3.23854923,3.37610149,0
Td6d,30.6396484,69.3359494,0.02440214,4.95492649,4.94536877,0
Td7d,72.7539182,27.2460938,0,5.98846579,5.96673393,0.00000095
Td8d,45.2148438,54.7851682,0,8.13302135,8.11803281,0.00000095
Td9d,68.7011838,31.2988281,0,11.4413322,11.4235125,0
Td2h,0.03662109,0.05950928,99.9038696,-3.5793743,-2.2191725,0
Td3h,0.03662109,0.05950928,99.9038696,-2.9790268,-1.9749041,0.00000095
Td4h,0.03662109,0.07629395,99.887085,-3.3535776,-1.7304993,0
Td5h,0.03662109,0.07629395,99.887085,-2.2343473,-1.0945921,0
Td6h,0.26550293,0.33111572,99.4033813,-0.973587,-0.3691816,0
Td7h,5.8380127,93.6035275,0.55845976,0.64363289,0.65388966,-0.000001
Td8h,23.6328125,76.3305783,0.03660917,3.43047762,3.4239378,0
Td9h,18.6767578,81.3232541,0,6.22353029,6.21357274,0.00000095
Td2s,0.03662109,0.05950928,99.9038696,-3.5793743,-2.2191725,0
Td3s,0.03662109,0.05950928,99.9038696,-2.9790268,-1.9749041,0.00000095
Td4s,0.03662109,0.07629395,99.887085,-3.3535776,-1.7304993,0
Td5s,0.03662109,0.07629395,99.887085,-2.2343473,-1.0945921,0
Td6s,0.26550293,0.33111572,99.4033813,-0.973587,-0.3691816,0
Td7s,5.8380127,93.6035275,0.55845976,0.64363289,0.65388966,-0.000001
Td8s,23.6328125,76.3305783,0.03660917,3.43047762,3.4239378,0
Td9s,18.6767578,81.3232541,0,6.22353029,6.21357274,0.00000095
Jd2c,0.03662109,0.07629395,99.887085,-2.5183172,-1.2146101,0
Jd3c,0.03662109,0.07629395,99.887085,-2.0360403,-1.1104994,0
Jd4c,0.02441406,0.22277832,99.7528076,-1.3159151,-0.3804054,0
Jd5c,0.18310547,0.35858154,99.458313,-1.1437235,-0.1904793,0
Jd6c,0.14190674,1.13525391,98.7228394,-0.8724613,-0.0507021,0.00000095
Jd7c,0.39520264,98.7793088,0.82548857,0.39896488,0.52654552,0.00000095
Jd8c,3.13110352,96.8200803,0.0488162,2.62583542,2.62236166,0
Jd9c,18.7988281,81.2011838,0,6.23265433,6.22051835,0
JdTc,13.3544922,86.6455197,0,9.56380054,9.55118367,0.00000095
JdJc,99.9847412,0.01525879,0,60.8755913,41.130022,0
Jd2d,0.45928955,99.5407224,0,2.53344679,2.66113377,0
Jd3d,25.1464844,74.8291135,0.02440214,3.87195396,3.86140871,0.00000095
Jd4d,0.74157715,99.1897702,0.06865263,3.5506773,3.5849123,-0.000001
Jd5d,8.56323242,91.4367795,0,5.21250439,5.20372009,0.00000095
Jd6d,1.83410645,98.1292844,0.03660917,4.90968275,5.02291584,0
Jd7d,37.6464844,62.3535275,0,6.20184517,6.18575335,0.00000095
Jd8d,59.399426,40.6005859,0,8.57982755,8.55434525,0.00000095
Jd9d,43.0419922,56.9580197,0,11.8421311,11.8227089,-0.000001
JdTd,98.8891721,1.11083984,0,15.9114265,15.4369612,0
Jd2h,0.03662109,0.07629395,99.887085,-2.5183172,-1.2146101,0
Jd3h,0.03662109,0.07629395,99.887085,-2.0360403,-1.1104994,0
Jd4h,0.02441406,0.22277832,99.7528076,-1.3159151,-0.3804054,0
Jd5h,0.18310547,0.35858154,99.458313,-1.1437235,-0.1904793,0
Jd6h,0.14190674,1.13525391,98.7228394,-0.8724613,-0.0507021,0.00000095
Jd7h,0.39520264,98.7793088,0.82548857,0.39896488,0.52654552,0.00000095
Jd8h,3.13110352,96.8200803,0.0488162,2.62583542,2.62236166,0
Jd9h,18.7988281,81.2011838,0,6.23265433,6.22051835,0
JdTh,13.3544922,86.6455197,0,9.56380054,9.55118367,0.00000095
Jd2s,0.03662109,0.07629395,99.887085,-2.5183172,-1.2146101,0
Jd3s,0.03662109,0.07629395,99.887085,-2.0360403,-1.1104994,0
Jd4s,0.02441406,0.22277832,99.7528076,-1.3159151,-0.3804054,0
Jd5s,0.18310547,0.35858154,99.458313,-1.1437235,-0.1904793,0
Jd6s,0.14190674,1.13525391,98.7228394,-0.8724613,-0.0507021,0.00000095
Jd7s,0.39520264,98.7793088,0.82548857,0.39896488,0.52654552,0.00000095
Jd8s,3.13110352,96.8200803,0.0488162,2.62583542,2.62236166,0
Jd9s,18.7988281,81.2011838,0,6.23265433,6.22051835,0
JdTs,13.3544922,86.6455197,0,9.56380054,9.55118367,0.00000095
Qd2c,0.02441406,0.10070801,99.8748779,-1.506321,-0.6476841,0
Qd3c,0.18310547,0.35858154,99.458313,-1.0070829,-0.3797131,0
Qd4c,0.14648438,29.8583984,69.9951172,-0.5027657,0.00021935,0.00000095
Qd5c,0.09460449,16.8701172,83.0352783,-0.6909599,-0.0007563,0
Qd6c,0.35247803,98.6648679,0.9826541,0.1587162,0.30114841,-0.000001
Qd7c,0.38146973,99.2004514,0.4180789,0.49051762,0.61109352,0.00000095
Qd8c,0.76751709,99.2019773,0.03050566,2.57275248,2.57301092,0
Qd9c,24.2919922,75.7080197,0,6.00561118,5.99460363,0
QdTc,14.6728516,85.3271604,0,9.74252683,9.73489174,0.00000095
QdJc,14.8681641,85.1318479,0,11.5782185,11.5747331,0
QdQc,99.9847412,0.01525879,0,77.7883835,48.8174553,0
Qd2d,12.0605469,87.939465,0,4.12353468,4.1198535,-0.000001
Qd3d,21.5209961,78.4790158,0,4.52267027,4.51319599,0.00000095
Qd4d,16.6748047,83.3252072,0,4.75500059,4.74778557,0.00000095
Qd5d,4.94995117,95.0500607,0,5.813416,5.81144905,0
Qd6d,35.9619141,64.0380979,0,6.29214311,6.27925777,0
Qd7d,33.9599609,66.040051,0,7.08063936,7.06780005,0.00000095
Qd8d,43.8476562,56.1523557,0,9.18165213,9.16742426,0
Qd9d,29.7851562,70.2148557,0,11.6224619,11.6108099,0
QdTd,99.2569089,0.74310303,0,16.8509154,15.9822412,0
QdJd,99.6795774,0.32043457,0,19.4707623,17.8051076,0
Qd2h,0.02441406,0.10070801,99.8748779,-1.506321,-0.6476841,0
Qd3h,0.18310547,0.35858154,99.458313,-1.0070829,-0.3797131,0
Qd4h,0.14648438,29.8583984,69.9951172,-0.5027657,0.00021935,0.00000095
Qd5h,0.09460449,16.8701172,83.0352783,-0.6909599,-0.0007563,0
Qd6h,0.35247803,98.6648679,0.9826541,0.1587162,0.30114841,-0.000001
Qd7h,0.38146973,99.2004514,0.4180789,0.49051762,0.61109352,0.00000095
Qd8h,0.76751709,99.2019773,0.03050566,2.57275248,2.57301092,0
Qd9h,24.2919922,75.7080197,0,6.00561118,5.99460363,0
QdTh,14.6728516,85.3271604,0,9.74252683,9.73489174,0.00000095
QdJh,14.8681641,85.1318479,0,11.5782185,11.5747331,0
Qd2s,0.02441406,0.10070801,99.8748779,-1.506321,-0.6476841,0
Qd3s,0.18310547,0.35858154,99.458313,-1.0070829,-0.3797131,0
Qd4s,0.14648438,29.8583984,69.9951172,-0.5027657,0.00021935,0.00000095
Qd5s,0.09460449,16.8701172,83.0352783,-0.6909599,-0.0007563,0
Qd6s,0.35247803,98.6648679,0.9826541,0.1587162,0.30114841,-0.000001
Qd7s,0.38146973,99.2004514,0.4180789,0.49051762,0.61109352,0.00000095
Qd8s,0.76751709,99.2019773,0.03050566,2.57275248,2.57301092,0
Qd9s,24.2919922,75.7080197,0,6.00561118,5.99460363,0
QdTs,14.6728516,85.3271604,0,9.74252683,9.73489174,0.00000095
QdJs,14.8681641,85.1318479,0,11.5782185,11.5747331,0
Kd2c,0.12664795,1.12762451,98.7457275,-0.8192492,-0.1237764,0
Kd3c,6.92749023,85.8154416,7.25706816,0.00695133,0.01164818,0
Kd4c,0.37231445,99.0478635,0.57982206,0.44807816,0.49311447,0.00000095
Kd5c,1.69525146,98.2010007,0.10374785,0.97181511,0.97356606,0
Kd6c,5.41687012,94.5312619,0.05186796,1.37400627,1.37740898,0
Kd7c,11.9018555,88.0432248,0.05491972,1.86354256,1.86118317,0
Kd8c,4.06494141,95.9350705,0,2.87998343,2.88149834,0
Kd9c,16.3085938,83.6914182,0,6.6668272,6.65813112,0.00000095
KdTc,25.6591797,74.3408322,0,9.98490731,9.9739036,0
KdJc,35.5957031,64.4043088,0,12.284267,12.2730153,0
KdQc,81.7627072,18.2373047,0,15.7832699,15.7745252,0
KdKc,99.9847412,0.01525879,0,98.4973221,56.7691917,0.00000095
Kd2d,26.2695312,73.7304807,0,5.42958355,5.423841,0
Kd3d,85.0952268,14.9047852,0,6.27342892,6.24537277,-0.000001
Kd4d,55.1513791,44.8486328,0,6.33192253,6.31320238,0
Kd5d,27.9296875,72.0703244,0,7.29378819,7.28413701,0
Kd6d,33.3740234,66.6259885,0,8.37535882,8.36573076,0
Kd7d,28.7109375,71.2890744,0,9.08313519,9.07385773,0
Kd8d,16.6748047,83.3252072,0,10.0198537,10.0149422,0
Kd9d,85.4614377,14.5385742,0,13.7169521,13.7053404,0
KdTd,99.6917844,0.30822754,0,18.1759605,16.9478459,0
KdJd,99.7558713,0.24414063,0,20.8525658,18.8146315,0
KdQd,99.9633908,0.03662109,0,25.3109217,22.3598585,0
Kd2h,0.12664795,1.12762451,98.7457275,-0.8192492,-0.1237764,0
Kd3h,6.92749023,85.8154416,7.25706816,0.00695133,0.01164818,0
Kd4h,0.37231445,99.0478635,0.57982206,0.44807816,0.49311447,0.00000095
Kd5h,1.69525146,98.2010007,0.10374785,0.97181511,0.97356606,0
Kd6h,5.41687012,94.5312619,0.05186796,1.37400627,1.37740898,0
Kd7h,11.9018555,88.0432248,0.05491972,1.86354256,1.86118317,0
Kd8h,4.06494141,95.9350705,0,2.87998343,2.88149834,0
Kd9h,16.3085938,83.6914182,0,6.6668272,6.65813112,0.00000095
KdTh,25.6591797,74.3408322,0,9.98490731,9.9739036,0
KdJh,35.5957031,64.4043088,0,12.284267,12.2730153,0
KdQh,81.7627072,18.2373047,0,15.7832699,15.7745252,0
Kd2s,0.12664795,1.12762451,98.7457275,-0.8192492,-0.1237764,0
Kd3s,6.92749023,85.8154416,7.25706816,0.00695133,0.01164818,0
Kd4s,0.37231445,99.0478635,0.57982206,0.44807816,0.49311447,0.00000095
Kd5s,1.69525146,98.2010007,0.10374785,0.97181511,0.97356606,0
Kd6s,5.41687012,94.5312619,0.05186796,1.37400627,1.37740898,0
Kd7s,11.9018555,88.0432248,0.05491972,1.86354256,1.86118317,0
Kd8s,4.06494141,95.9350705,0,2.87998343,2.88149834,0
Kd9s,16.3085938,83.6914182,0,6.6668272,6.65813112,0.00000095
KdTs,25.6591797,74.3408322,0,9.98490731,9.9739036,0
KdJs,35.5957031,64.4043088,0,12.284267,12.2730153,0
KdQs,81.7627072,18.2373047,0,15.7832699,15.7745252,0
Ad2c,0.10070801,99.8993039,0,2.87542725,3.27973366,0
Ad3c,0.19836426,99.8016477,0,3.41401052,3.72603941,0
Ad4c,0.19836426,99.8016477,0,4.33079529,4.63558578,0
Ad5c,0.40893555,99.5910764,0,5.7598443,5.948596,-0.000001
Ad6c,1.24359131,98.7564206,0,5.1799345,5.18161249,0
Ad7c,12.9516602,87.0483518,0,5.92705297,5.92179155,0.00000095
Ad8c,10.6201172,89.3798947,0,7.40899801,7.40657163,0
Ad9c,43.2128906,56.7871213,0,9.35481155,9.33958054,0.00000095
AdTc,70.0439572,29.9560547,0,13.9547608,13.9342208,0
AdJc,95.2087522,4.79125977,0,16.5404306,16.5167046,0
AdQc,99.9755979,0.02441406,0,23.2506275,19.3290167,-0.000001
AdKc,99.9755979,0.02441406,0,36.8346844,21.5566034,0
AdAc,99.9847412,0.01525879,0,120.815224,66.3916931,0
Ad2d,20.6665039,79.333508,0,10.1013556,10.1053972,0
Ad3d,60.1318479,39.8681641,0,11.339957,11.3382762,0.00000095
Ad4d,84.6069455,15.3930664,0,11.3634613,11.356088,0
Ad5d,88.6535764,11.3464355,0,13.2639813,13.2622633,0.00000095
Ad6d,32.2021484,67.7978635,0,13.2166684,13.2123604,0
Ad7d,23.6694336,76.3305783,0,13.3922234,13.3886213,0
Ad8d,65.7226682,34.2773438,0,14.8408475,14.8377194,0
Ad9d,99.6643186,0.33569336,0,17.2398949,16.9445334,0.00000095
AdTd,99.8916745,0.1083374,0,23.849493,21.1337938,0
AdJd,99.9847412,0.01525879,0,26.0232658,22.9215231,0
AdQd,99.9847412,0.01525879,0,33.4047184,26.0023422,0
AdKd,99.9755979,0.02441406,0,46.0917816,28.4648285,-0.000001
Ad2h,0.10070801,99.8993039,0,2.87542725,3.27973366,0
Ad3h,0.19836426,99.8016477,0,3.41401052,3.72603941,0
Ad4h,0.19836426,99.8016477,0,4.33079529,4.63558578,0
Ad5h,0.40893555,99.5910764,0,5.7598443,5.948596,-0.000001
Ad6h,1.24359131,98.7564206,0,5.1799345,5.18161249,0
Ad7h,12.9516602,87.0483518,0,5.92705297,5.92179155,0.00000095
Ad8h,10.6201172,89.3798947,0,7.40899801,7.40657163,0
Ad9h,43.2128906,56.7871213,0,9.35481155,9.33958054,0.00000095
AdTh,70.0439572,29.9560547,0,13.9547608,13.9342208,0
AdJh,95.2087522,4.79125977,0,16.5404306,16.5167046,0
AdQh,99.9755979,0.02441406,0,23.2506275,19.3290167,-0.000001
AdKh,99.9755979,0.02441406,0,36.8346844,21.5566034,0
Ad2s,0.10070801,99.8993039,0,2.87542725,3.27973366,0
Ad3s,0.19836426,99.8016477,0,3.41401052,3.72603941,0
Ad4s,0.19836426,99.8016477,0,4.33079529,4.63558578,0
Ad5s,0.40893555,99.5910764,0,5.7598443,5.948596,-0.000001
Ad6s,1.24359131,98.7564206,0,5.1799345,5.18161249,0
Ad7s,12.9516602,87.0483518,0,5.92705297,5.92179155,0.00000095
Ad8s,10.6201172,89.3798947,0,7.40899801,7.40657163,0
Ad9s,43.2128906,56.7871213,0,9.35481155,9.33958054,0.00000095
AdTs,70.0439572,29.9560547,0,13.9547608,13.9342208,0
AdJs,95.2087522,4.79125977,0,16.5404306,16.5167046,0
AdQs,99.9755979,0.02441406,0,23.2506275,19.3290167,-0.000001
AdKs,99.9755979,0.02441406,0,36.8346844,21.5566034,0
2h2c,0.02288818,99.9633908,0.01372099,6.91176772,7.06153607,0
2h2d,0.02288818,99.9633908,0.01372099,6.91176772,7.06153607,0
3h2c,0.03662109,0.06561279,99.8977661,-3.3285513,-2.3646469,-0.000001
3h3c,14.5385742,85.4614377,0,8.64190781,8.64826798,0.00000095
3h2d,0.03662109,0.06561279,99.8977661,-3.3285513,-2.3646469,-0.000001
3h3d,14.5385742,85.4614377,0,8.64190781,8.64826798,0.00000095
3h2h,8.80126953,90.8813596,0.31737089,0.97236633,0.97620773,0.00000095
3h2s,0.03662109,0.06561279,99.8977661,-3.3285513,-2.3646469,-0.000001
4h2c,0.01525879,0.03814697,99.9465942,-3.524024,-2.4692831,0.00000095
4h3c,0.03662109,0.07629395,99.887085,-2.0015707,-0.9881163,0
4h4c,22.9614258,77.0385861,0,11.1989591,11.2109089,0
4h2d,0.01525879,0.03814697,99.9465942,-3.524024,-2.4692831,0.00000095
4h3d,0.03662109,0.07629395,99.887085,-2.0015707,-0.9881163,0
4h4d,22.9614258,77.0385861,0,11.1989591,11.2109089,0
4h2h,3.7689209,95.8465695,0.38450956,1.19112015,1.19759846,0
4h3h,13.8427734,86.0962033,0.06102324,3.1899457,3.18678141,0
4h2s,0.01525879,0.03814697,99.9465942,-3.524024,-2.4692831,0.00000095
4h3s,0.03662109,0.07629395,99.887085,-2.0015707,-0.9881163,0
5h2c,0.03662109,0.06561279,99.8977661,-2.8272152,-1.9762602,0.00000095
5h3c,0.10070801,12.1520996,87.7471924,-0.728261,-0.0002089,0
5h4c,0.19378662,34.0332031,65.7730103,-0.3528328,0.00052166,0
5h5c,60.4736447,39.5263672,0,13.9239285,13.9140678,0.00000095
